MURDGRP,SEX,MSA_LABEL,WEAPON_CODE,TOTAL,SOLVED,PERCENT,WEAPON_LABEL,UNSOLVED
53991947,2,Rural Wyoming,0,9,8,0.8888888888888888,Asphyxiation - includes death by gas,1
54188950,1,"State College, PA",10,9,8,0.8888888888888888,Other or type unknown,1
56054893,1,"Erie, PA",11,9,8,0.8888888888888888,"Personal weapons, includes beating",1
57892795,2,"Akron, OH",14,9,8,0.8888888888888888,Rifle,1
58953560,2,"Charlottesville, VA",1,9,8,0.8888888888888888,"Blunt object - hammer, club, etc",1
60394101,1,"Wheeling, WV-OH",15,9,8,0.8888888888888888,Shotgun,1
60930241,2,"Iowa City, IA",6,9,8,0.8888888888888888,"Handgun - pistol, revolver, etc",1
61110346,2,"Brownsville-Harlingen, TX",14,9,8,0.8888888888888888,Rifle,1
64003225,1,"Prescott, AZ",14,9,8,0.8888888888888888,Rifle,1
64787818,1,Rural Georgia,16,9,8,0.8888888888888888,Strangulation - hanging,1
65642241,2,"Yuma, AZ",1,9,8,0.8888888888888888,"Blunt object - hammer, club, etc",1
65706414,1,"Hanford-Corcoran, CA",14,9,8,0.8888888888888888,Rifle,1
66337606,1,Rural New Hampshire,15,9,8,0.8888888888888888,Shotgun,1
66397468,2,"Des Moines, IA",4,9,8,0.8888888888888888,Fire,1
66843229,2,"Coeur d Alene, ID",10,9,8,0.8888888888888888,Other or type unknown,1
68175497,2,"Dothan, AL",5,9,8,0.8888888888888888,"Firearm, type not stated",1
70385347,2,"Gainesville, GA",1,9,8,0.8888888888888888,"Blunt object - hammer, club, etc",1
71600330,2,"Tyler, TX",14,9,8,0.8888888888888888,Rifle,1
71921795,1,"Hinesville-Fort Stewart, GA",10,9,8,0.8888888888888888,Other or type unknown,1
71990638,1,"Iowa City, IA",10,9,8,0.8888888888888888,Other or type unknown,1
72015245,2,"Topeka, KS",14,9,8,0.8888888888888888,Rifle,1
77834591,1,"Athens-Clarke County, GA",14,9,8,0.8888888888888888,Rifle,1
81120698,2,"Panama City-Lynn Haven, FL",1,9,8,0.8888888888888888,"Blunt object - hammer, club, etc",1
83196252,1,"Stockton, CA",16,9,8,0.8888888888888888,Strangulation - hanging,1
87013041,1,"Johnstown, PA",10,9,8,0.8888888888888888,Other or type unknown,1
87933526,2,"Grand Junction, CO",11,9,8,0.8888888888888888,"Personal weapons, includes beating",1
89012991,2,"Florence-Muscle Shoals, AL",10,9,8,0.8888888888888888,Other or type unknown,1
89850993,1,"Tampa-St. Petersburg-Clearwater, FL",0,9,8,0.8888888888888888,Asphyxiation - includes death by gas,1
94755988,2,"Lancaster, PA",1,9,8,0.8888888888888888,"Blunt object - hammer, club, etc",1
96503467,1,"Norwich-New London, CT",10,9,8,0.8888888888888888,Other or type unknown,1
96946069,1,"Burlington-South Burlington, VT",14,9,8,0.8888888888888888,Rifle,1
98376522,1,"Mobile, AL",4,9,8,0.8888888888888888,Fire,1
55428,2,"Hanford-Corcoran, CA",10,8,7,0.875,Other or type unknown,1
815234,1,"Dayton, OH",0,8,7,0.875,Asphyxiation - includes death by gas,1
4484289,2,"Iowa City, IA",1,8,7,0.875,"Blunt object - hammer, club, etc",1
5891305,2,"Texarkana, TX-Texarkana, AR",5,8,7,0.875,"Firearm, type not stated",1
5940052,2,"St. Joseph, MO-KS",11,8,7,0.875,"Personal weapons, includes beating",1
8420320,2,"Hartford, CT",14,8,7,0.875,Rifle,1
9104958,1,"Bismarck, ND",5,8,7,0.875,"Firearm, type not stated",1
9189094,2,"Providence-New Bedford-Fall River, RI-MA",4,8,7,0.875,Fire,1
11123169,2,"New York-New Jersey-Long Island, NY-NJ",9,8,7,0.875,Other gun,1
14435581,2,"Auburn-Opelika, AL",5,8,7,0.875,"Firearm, type not stated",1
15230051,2,"Cumberland, MD-WV",7,8,7,0.875,Knife or cutting instrument,1
19156601,1,"Portland-South Portland-Biddeford, ME",4,8,7,0.875,Fire,1
20273467,1,"Winchester, VA-WV",10,8,7,0.875,Other or type unknown,1
21986710,2,"Omaha-Council Bluffs, NE-IA",14,8,7,0.875,Rifle,1
23105014,1,Rural Louisiana,16,8,7,0.875,Strangulation - hanging,1
23961512,2,"Wichita, KS",0,8,7,0.875,Asphyxiation - includes death by gas,1
25751446,2,"Bellingham, WA",16,8,7,0.875,Strangulation - hanging,1
28189196,2,"Columbus, GA-AL",14,8,7,0.875,Rifle,1
28418940,2,Rural Georgia,0,8,7,0.875,Asphyxiation - includes death by gas,1
30180625,2,"Olympia, WA",11,8,7,0.875,"Personal weapons, includes beating",1
32714680,2,"El Centro, CA",14,8,7,0.875,Rifle,1
33831995,2,"Evansville, IN-KY",14,8,7,0.875,Rifle,1
34318211,1,"Tulsa, OK",2,8,7,0.875,Drowning,1
34943313,2,"Macon, GA",14,8,7,0.875,Rifle,1
36912550,2,"Salinas, CA",14,8,7,0.875,Rifle,1
38493452,2,"Harrisburg-Carlisle, PA",15,8,7,0.875,Shotgun,1
39513655,2,"San Angelo, TX",11,8,7,0.875,"Personal weapons, includes beating",1
40733700,1,"Napa, CA",14,8,7,0.875,Rifle,1
41349180,1,Rural Maryland,4,8,7,0.875,Fire,1
42920292,2,"Burlington, NC",14,8,7,0.875,Rifle,1
43326237,1,"Cedar Rapids, IA",10,8,7,0.875,Other or type unknown,1
44636128,2,"Brownsville-Harlingen, TX",15,8,7,0.875,Shotgun,1
46904166,2,"Missoula, MT",6,8,7,0.875,"Handgun - pistol, revolver, etc",1
47853500,2,"Winchester, VA-WV",15,8,7,0.875,Shotgun,1
48774139,2,"Knoxville, TN",0,8,7,0.875,Asphyxiation - includes death by gas,1
49479423,2,"Great Falls, MT",11,8,7,0.875,"Personal weapons, includes beating",1
50007800,1,"Eau Claire, WI",14,8,7,0.875,Rifle,1
51259088,2,"Hinesville-Fort Stewart, GA",7,8,7,0.875,Knife or cutting instrument,1
52029234,1,"Yuma, AZ",15,8,7,0.875,Shotgun,1
53135869,1,"Hanford-Corcoran, CA",15,8,7,0.875,Shotgun,1
55460490,1,"Sherman-Denison, TX",11,8,7,0.875,"Personal weapons, includes beating",1
55727187,2,"Fairbanks, AK",11,8,7,0.875,"Personal weapons, includes beating",1
57083375,1,"Brunswick, GA",14,8,7,0.875,Rifle,1
59141498,2,"Cape Coral-Fort Myers, FL",14,8,7,0.875,Rifle,1
59261378,1,"Lima, OH",11,8,7,0.875,"Personal weapons, includes beating",1
59270426,2,"Hot Springs, AR",10,8,7,0.875,Other or type unknown,1
61998200,2,"Manchester-Nashua, NH",5,8,7,0.875,"Firearm, type not stated",1
63599083,1,"Warner Robins, GA",15,8,7,0.875,Shotgun,1
66771770,2,"Bloomington, IN",11,8,7,0.875,"Personal weapons, includes beating",1
68092271,1,"Sioux City, IA-NE-SD",5,8,7,0.875,"Firearm, type not stated",1
68896335,1,"Cheyenne, WY",5,8,7,0.875,"Firearm, type not stated",1
69950045,1,"Danville, IL",7,8,7,0.875,Knife or cutting instrument,1
70334197,1,"Mount Vernon-Anacortes, WA",14,8,7,0.875,Rifle,1
70780374,1,"Elizabethtown, KY",14,8,7,0.875,Rifle,1
71648961,2,"Pueblo, CO",11,8,7,0.875,"Personal weapons, includes beating",1
71745899,2,"Savannah, GA",14,8,7,0.875,Rifle,1
71854739,1,"Michigan City-La Porte, IN",15,8,7,0.875,Shotgun,1
73500047,1,"Kennewick-Richland-Pasco, WA",8,8,7,0.875,"Narcotics or drugs, sleeping pills",1
75513580,2,"Vero Beach, FL",5,8,7,0.875,"Firearm, type not stated",1
79922490,2,Rural North Carolina,0,8,7,0.875,Asphyxiation - includes death by gas,1
84657716,2,"Hattiesburg, MS",11,8,7,0.875,"Personal weapons, includes beating",1
85704384,2,"Norwich-New London, CT",6,8,7,0.875,"Handgun - pistol, revolver, etc",1
85849215,1,Rural New York,8,8,7,0.875,"Narcotics or drugs, sleeping pills",1
88961090,2,"Columbus, IN",7,8,7,0.875,Knife or cutting instrument,1
89389087,1,"Richmond, VA",0,8,7,0.875,Asphyxiation - includes death by gas,1
91092069,1,"Cheyenne, WY",15,8,7,0.875,Shotgun,1
91648373,2,Rural Montana,5,8,7,0.875,"Firearm, type not stated",1
93122437,1,Rural Kansas,4,8,7,0.875,Fire,1
96136380,2,"Cedar Rapids, IA",1,8,7,0.875,"Blunt object - hammer, club, etc",1
99234576,1,"Wenatchee, WA",15,8,7,0.875,Shotgun,1
113107,2,Rural Idaho,0,7,6,0.8571428571428571,Asphyxiation - includes death by gas,1
2113793,2,"Santa Rosa-Petaluma, CA",15,7,6,0.8571428571428571,Shotgun,1
3097448,2,Rural Alabama,4,7,6,0.8571428571428571,Fire,1
3341852,1,"Modesto, CA",16,7,6,0.8571428571428571,Strangulation - hanging,1
3615109,1,"New Orleans-Metairie-Kenner, LA",2,7,6,0.8571428571428571,Drowning,1
4664178,2,"Tucson, AZ",8,7,6,0.8571428571428571,"Narcotics or drugs, sleeping pills",1
9415141,2,"Rapid City, SD",10,7,6,0.8571428571428571,Other or type unknown,1
11540843,2,"Bellingham, WA",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
11785292,2,"Fayetteville, NC",4,7,6,0.8571428571428571,Fire,1
11976929,1,Rural Alabama,4,7,6,0.8571428571428571,Fire,1
13528689,2,Rural Connecticut,10,7,6,0.8571428571428571,Other or type unknown,1
13714889,2,"Cheyenne, WY",10,7,6,0.8571428571428571,Other or type unknown,1
14004803,1,"Roanoke, VA",4,7,6,0.8571428571428571,Fire,1
14150408,2,"Muskegon-Norton Shores, MI",5,7,6,0.8571428571428571,"Firearm, type not stated",1
15960904,2,"Lubbock, TX",16,7,6,0.8571428571428571,Strangulation - hanging,1
16329010,1,"Blacksburg-Christiansburg, VA",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
16590812,2,"Charleston, WV",4,7,6,0.8571428571428571,Fire,1
19250342,1,"Holland-Grand Haven, MI",15,7,6,0.8571428571428571,Shotgun,1
20461567,2,"Niles-Benton Harbor, MI",15,7,6,0.8571428571428571,Shotgun,1
23390531,2,"Lynchburg, VA",16,7,6,0.8571428571428571,Strangulation - hanging,1
23493919,2,"Pueblo, CO",14,7,6,0.8571428571428571,Rifle,1
23747988,2,"Little Rock-North Little Rock, AR",0,7,6,0.8571428571428571,Asphyxiation - includes death by gas,1
23822981,2,"Cheyenne, WY",7,7,6,0.8571428571428571,Knife or cutting instrument,1
24074941,1,Rural Delaware,14,7,6,0.8571428571428571,Rifle,1
24436375,2,Rural New Hampshire,14,7,6,0.8571428571428571,Rifle,1
25598028,1,"Dubuque, IA",6,7,6,0.8571428571428571,"Handgun - pistol, revolver, etc",1
26537025,2,"Knoxville, TN",4,7,6,0.8571428571428571,Fire,1
27100231,2,"Asheville, NC",9,7,6,0.8571428571428571,Other gun,1
27361997,2,"Lebanon, PA",10,7,6,0.8571428571428571,Other or type unknown,1
28657834,2,"Barnstable Town, MA",10,7,6,0.8571428571428571,Other or type unknown,1
29027707,2,"Ocala, FL",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
29540651,1,"St. Joseph, MO-KS",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
32342863,1,"Boulder, CO",15,7,6,0.8571428571428571,Shotgun,1
33104899,1,"Coeur d Alene, ID",10,7,6,0.8571428571428571,Other or type unknown,1
33591487,2,"Fort Wayne, IN",14,7,6,0.8571428571428571,Rifle,1
34686098,2,"Montgomery, AL",4,7,6,0.8571428571428571,Fire,1
35302641,2,Rural Minnesota,5,7,6,0.8571428571428571,"Firearm, type not stated",1
36399421,1,"Sherman-Denison, TX",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
40237956,1,"Weirton-Steubenville, WV-OH",15,7,6,0.8571428571428571,Shotgun,1
40590906,2,"Muncie, IN",7,7,6,0.8571428571428571,Knife or cutting instrument,1
40862978,2,"Poughkeepsie-Newburgh-Middletown, NY",5,7,6,0.8571428571428571,"Firearm, type not stated",1
41477566,2,"Santa Rosa-Petaluma, CA",0,7,6,0.8571428571428571,Asphyxiation - includes death by gas,1
42940876,1,"Fort Collins-Loveland, CO",15,7,6,0.8571428571428571,Shotgun,1
42971172,2,"Green Bay, WI",15,7,6,0.8571428571428571,Shotgun,1
43921529,1,Rural Mississippi,16,7,6,0.8571428571428571,Strangulation - hanging,1
44495931,1,"Salisbury, MD",10,7,6,0.8571428571428571,Other or type unknown,1
44762552,2,"Rome, GA",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
44937550,2,Rural California,4,7,6,0.8571428571428571,Fire,1
45527033,2,"Bowling Green, KY",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
46665223,2,"Clarksville, TN-KY",8,7,6,0.8571428571428571,"Narcotics or drugs, sleeping pills",1
46753397,2,"Madera, CA",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
48842915,2,"Sioux City, IA-NE-SD",15,7,6,0.8571428571428571,Shotgun,1
49819405,1,"Williamsport, PA",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
51008822,1,Rural Nevada,8,7,6,0.8571428571428571,"Narcotics or drugs, sleeping pills",1
51471374,2,Rural Montana,0,7,6,0.8571428571428571,Asphyxiation - includes death by gas,1
52200705,2,"Chico, CA",10,7,6,0.8571428571428571,Other or type unknown,1
52778226,1,"Valdosta, GA",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
53299538,1,"Santa Cruz-Watsonville, CA",14,7,6,0.8571428571428571,Rifle,1
53481303,1,Rural Minnesota,4,7,6,0.8571428571428571,Fire,1
54190646,2,"Lebanon, PA",7,7,6,0.8571428571428571,Knife or cutting instrument,1
55550599,2,"Oshkosh-Neenah, WI",6,7,6,0.8571428571428571,"Handgun - pistol, revolver, etc",1
56114388,2,"St. Cloud, MN",7,7,6,0.8571428571428571,Knife or cutting instrument,1
57014606,1,Rural Alaska,2,7,6,0.8571428571428571,Drowning,1
57394403,1,Rural Colorado,8,7,6,0.8571428571428571,"Narcotics or drugs, sleeping pills",1
57836318,2,"Eugene-Springfield, OR",0,7,6,0.8571428571428571,Asphyxiation - includes death by gas,1
59005917,2,"Wichita Falls, TX",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
59064691,1,"Owensboro, KY",5,7,6,0.8571428571428571,"Firearm, type not stated",1
59382096,1,"El Paso, TX",0,7,6,0.8571428571428571,Asphyxiation - includes death by gas,1
60010575,2,"Sioux City, IA-NE-SD",10,7,6,0.8571428571428571,Other or type unknown,1
61092675,2,"Niles-Benton Harbor, MI",5,7,6,0.8571428571428571,"Firearm, type not stated",1
61506727,2,Rural Nevada,15,7,6,0.8571428571428571,Shotgun,1
62604124,2,"Danville, VA",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
62786001,2,"Allentown-Bethlehem-Easton, PA-NJ",8,7,6,0.8571428571428571,"Narcotics or drugs, sleeping pills",1
63412262,2,"Elmira, NY",7,7,6,0.8571428571428571,Knife or cutting instrument,1
64378357,1,"Athens-Clarke County, GA",15,7,6,0.8571428571428571,Shotgun,1
64775404,1,"Iowa City, IA",6,7,6,0.8571428571428571,"Handgun - pistol, revolver, etc",1
66210375,2,"Decatur, AL",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
66619366,2,"San Angelo, TX",10,7,6,0.8571428571428571,Other or type unknown,1
67481719,1,"Pensacola-Ferry Pass-Brent, FL",9,7,6,0.8571428571428571,Other gun,1
70990296,1,"Bellingham, WA",8,7,6,0.8571428571428571,"Narcotics or drugs, sleeping pills",1
72730338,2,"Utica-Rome, NY",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
73112385,2,"Winston-Salem, NC",9,7,6,0.8571428571428571,Other gun,1
74387494,1,"Spartanburg, SC",9,7,6,0.8571428571428571,Other gun,1
76259787,2,"San Jose-Sunnyvale-Santa Clara, CA",4,7,6,0.8571428571428571,Fire,1
76868954,1,Rural Kentucky,16,7,6,0.8571428571428571,Strangulation - hanging,1
77209527,2,"Charlottesville, VA",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
78378438,1,"Auburn-Opelika, AL",14,7,6,0.8571428571428571,Rifle,1
79616333,2,Rural Wyoming,16,7,6,0.8571428571428571,Strangulation - hanging,1
80063652,1,"Rapid City, SD",5,7,6,0.8571428571428571,"Firearm, type not stated",1
81221361,2,"Fort Smith, AR-OK",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
81491093,2,"Athens-Clarke County, GA",5,7,6,0.8571428571428571,"Firearm, type not stated",1
86374915,2,"Joplin, MO",1,7,6,0.8571428571428571,"Blunt object - hammer, club, etc",1
86451970,2,"Lancaster, PA",4,7,6,0.8571428571428571,Fire,1
86810896,1,"Poughkeepsie-Newburgh-Middletown, NY",17,7,6,0.8571428571428571,Weapon Not Reported,1
86836604,1,Rural Oregon,16,7,6,0.8571428571428571,Strangulation - hanging,1
87535340,2,"Brownsville-Harlingen, TX",16,7,6,0.8571428571428571,Strangulation - hanging,1
88498952,2,"Eau Claire, WI",7,7,6,0.8571428571428571,Knife or cutting instrument,1
89248877,2,"Lewiston-Auburn, ME",11,7,6,0.8571428571428571,"Personal weapons, includes beating",1
90918742,2,"Janesville, WI",10,7,6,0.8571428571428571,Other or type unknown,1
91166792,2,"Anchorage, AK",0,7,6,0.8571428571428571,Asphyxiation - includes death by gas,1
91860090,2,"Warner Robins, GA",10,7,6,0.8571428571428571,Other or type unknown,1
93250921,1,"Toledo, OH",0,7,6,0.8571428571428571,Asphyxiation - includes death by gas,1
95444187,2,"Wheeling, WV-OH",10,7,6,0.8571428571428571,Other or type unknown,1
96764115,2,"Provo-Orem, UT",8,7,6,0.8571428571428571,"Narcotics or drugs, sleeping pills",1
97379242,2,"Wheeling, WV-OH",5,7,6,0.8571428571428571,"Firearm, type not stated",1
97543844,1,Rural Alabama,8,7,6,0.8571428571428571,"Narcotics or drugs, sleeping pills",1
37551,1,"Little Rock-North Little Rock, AR",9,6,5,0.8333333333333334,Other gun,1
1984297,1,"Pocatello, ID",10,6,5,0.8333333333333334,Other or type unknown,1
2012448,2,"Savannah, GA",0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
2472854,1,"Springfield, MO",0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
3722680,1,"Indianapolis, IN",8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
4924574,2,"Pocatello, ID",7,6,5,0.8333333333333334,Knife or cutting instrument,1
5689766,1,Rural Florida,9,6,5,0.8333333333333334,Other gun,1
8611147,1,"Boston-Cambridge-Quincy, MA-NH",2,6,5,0.8333333333333334,Drowning,1
10345726,1,"Morgantown, WV",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
10356666,2,Rural Alaska,4,6,5,0.8333333333333334,Fire,1
10360660,1,"Bloomington, IN",5,6,5,0.8333333333333334,"Firearm, type not stated",1
12175406,2,Rural New Hampshire,15,6,5,0.8333333333333334,Shotgun,1
12355706,2,"Santa Barbara-Santa Maria, CA",0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
12621628,1,"Dubuque, IA",11,6,5,0.8333333333333334,"Personal weapons, includes beating",1
12954169,1,"Philadelphia-Camden-Wilmington, PA-NJ-DE",13,6,5,0.8333333333333334,Pushed or thrown out window,1
16833598,2,Rural New Mexico,0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
17186483,1,"Jonesboro, AR",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
17705916,1,"Anchorage, AK",4,6,5,0.8333333333333334,Fire,1
18387673,1,"Holland-Grand Haven, MI",5,6,5,0.8333333333333334,"Firearm, type not stated",1
18414250,2,"Johnstown, PA",10,6,5,0.8333333333333334,Other or type unknown,1
18719013,2,"Lansing-East Lansing, MI",8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
18777713,2,"Parkersburg-Marietta-Vienna, WV-OH",5,6,5,0.8333333333333334,"Firearm, type not stated",1
20478964,2,"San Diego-Carlsbad-San Marcos, CA",12,6,5,0.8333333333333334,Poison - does not include gas,1
22762698,1,Rural Maine,4,6,5,0.8333333333333334,Fire,1
24615530,1,"Lebanon, PA",11,6,5,0.8333333333333334,"Personal weapons, includes beating",1
25978898,1,"San Francisco-Oakland-Fremont, CA",3,6,5,0.8333333333333334,Explosives,1
26703459,2,"Rockford, IL",15,6,5,0.8333333333333334,Shotgun,1
26821029,2,"Huntsville, AL",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
27868746,1,"Bay City, MI",11,6,5,0.8333333333333334,"Personal weapons, includes beating",1
28688446,2,"Minneapolis-St. Paul-Bloomington, MN-WI",2,6,5,0.8333333333333334,Drowning,1
28739158,2,"Victoria, TX",15,6,5,0.8333333333333334,Shotgun,1
30145537,2,Rural Indiana,0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
31455578,2,Rural Delaware,1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
32839024,1,"Sioux Falls, SD",10,6,5,0.8333333333333334,Other or type unknown,1
33313101,2,"Parkersburg-Marietta-Vienna, WV-OH",11,6,5,0.8333333333333334,"Personal weapons, includes beating",1
34159115,2,"Reading, PA",14,6,5,0.8333333333333334,Rifle,1
34217789,1,Rural Arizona,8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
35529878,2,"Lincoln, NE",0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
35650538,1,"Chattanooga, TN-GA",0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
39894264,2,"Panama City-Lynn Haven, FL",5,6,5,0.8333333333333334,"Firearm, type not stated",1
41480725,2,"Longview, TX",16,6,5,0.8333333333333334,Strangulation - hanging,1
41685126,2,"Grand Forks, ND-MN",7,6,5,0.8333333333333334,Knife or cutting instrument,1
44137046,2,"Fresno, CA",2,6,5,0.8333333333333334,Drowning,1
44246537,1,"Monroe, MI",5,6,5,0.8333333333333334,"Firearm, type not stated",1
44381622,1,"Owensboro, KY",10,6,5,0.8333333333333334,Other or type unknown,1
44566454,2,"Anderson, IN",5,6,5,0.8333333333333334,"Firearm, type not stated",1
46863708,2,"Olympia, WA",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
47030507,1,"Grand Rapids-Wyoming, MI",0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
49707335,2,"Athens-Clarke County, GA",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
50389324,1,"Peoria, IL",4,6,5,0.8333333333333334,Fire,1
50438033,2,"Casper, WY",7,6,5,0.8333333333333334,Knife or cutting instrument,1
51718363,1,"Green Bay, WI",5,6,5,0.8333333333333334,"Firearm, type not stated",1
53259140,1,"Kalamazoo-Portage, MI",8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
54731676,2,"Sherman-Denison, TX",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
54789767,2,"Saginaw, MI",14,6,5,0.8333333333333334,Rifle,1
55067071,2,"Tulsa, OK",8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
56094823,2,Rural Kansas,8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
56130699,2,"Punta Gorda, FL",11,6,5,0.8333333333333334,"Personal weapons, includes beating",1
57340164,2,"Scranton--Wilkes-Barre, PA",16,6,5,0.8333333333333334,Strangulation - hanging,1
57549703,2,"Mount Vernon-Anacortes, WA",10,6,5,0.8333333333333334,Other or type unknown,1
58179044,1,"Holland-Grand Haven, MI",14,6,5,0.8333333333333334,Rifle,1
58692843,2,"Albuquerque, NM",8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
61406736,2,"Lafayette, IN",7,6,5,0.8333333333333334,Knife or cutting instrument,1
61992714,1,"Janesville, WI",10,6,5,0.8333333333333334,Other or type unknown,1
63004652,2,"Bowling Green, KY",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
63924382,2,"Syracuse, NY",5,6,5,0.8333333333333334,"Firearm, type not stated",1
64557011,1,"San Antonio, TX",2,6,5,0.8333333333333334,Drowning,1
66116590,2,"Redding, CA",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
66639352,1,"Dalton, GA",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
66757314,2,"Las Cruces, NM",14,6,5,0.8333333333333334,Rifle,1
67361792,1,"Fort Smith, AR-OK",16,6,5,0.8333333333333334,Strangulation - hanging,1
68271234,1,"Clarksville, TN-KY",0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
69144377,2,"Madison, WI",8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
69787318,2,"Killeen-Temple-Fort Hood, TX",16,6,5,0.8333333333333334,Strangulation - hanging,1
71198026,2,Rural Iowa,0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
71330647,1,"Binghamton, NY",15,6,5,0.8333333333333334,Shotgun,1
71782026,2,"Eau Claire, WI",10,6,5,0.8333333333333334,Other or type unknown,1
71968851,1,"Punta Gorda, FL",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
73420876,2,"Winchester, VA-WV",7,6,5,0.8333333333333334,Knife or cutting instrument,1
73568100,1,"Clarksville, TN-KY",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
74126028,2,"Valdosta, GA",11,6,5,0.8333333333333334,"Personal weapons, includes beating",1
75846662,1,"Morristown, TN",10,6,5,0.8333333333333334,Other or type unknown,1
75889725,1,"Brownsville-Harlingen, TX",16,6,5,0.8333333333333334,Strangulation - hanging,1
75934590,2,"Harrisburg-Carlisle, PA",4,6,5,0.8333333333333334,Fire,1
77024399,2,"Huntington-Ashland, WV-KY-OH",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
77813391,2,"Appleton, WI",11,6,5,0.8333333333333334,"Personal weapons, includes beating",1
78463192,1,"Mount Vernon-Anacortes, WA",8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
78494403,1,"Harrisonburg, VA",5,6,5,0.8333333333333334,"Firearm, type not stated",1
78863649,2,Rural Vermont,5,6,5,0.8333333333333334,"Firearm, type not stated",1
79464510,1,Rural California,2,6,5,0.8333333333333334,Drowning,1
81210064,2,"Pittsburgh, PA",2,6,5,0.8333333333333334,Drowning,1
81361801,2,Rural California,2,6,5,0.8333333333333334,Drowning,1
83546209,1,"Rochester, MN",5,6,5,0.8333333333333334,"Firearm, type not stated",1
87890202,2,"Vineland-Millville-Bridgeton, NJ",10,6,5,0.8333333333333334,Other or type unknown,1
88377496,2,"Baton Rouge, LA",2,6,5,0.8333333333333334,Drowning,1
88899469,1,"Morgantown, WV",15,6,5,0.8333333333333334,Shotgun,1
89005858,1,Rural West Virginia,0,6,5,0.8333333333333334,Asphyxiation - includes death by gas,1
89701305,1,"Des Moines, IA",9,6,5,0.8333333333333334,Other gun,1
94544991,1,"Scranton--Wilkes-Barre, PA",9,6,5,0.8333333333333334,Other gun,1
95362482,1,"Louisville, KY-IN",8,6,5,0.8333333333333334,"Narcotics or drugs, sleeping pills",1
96410271,2,"Champaign-Urbana, IL",11,6,5,0.8333333333333334,"Personal weapons, includes beating",1
96955902,1,"Wheeling, WV-OH",14,6,5,0.8333333333333334,Rifle,1
98012556,2,"Norwich-New London, CT",1,6,5,0.8333333333333334,"Blunt object - hammer, club, etc",1
99388732,2,Rural Oregon,2,6,5,0.8333333333333334,Drowning,1
99553134,2,"Lebanon, PA",4,6,5,0.8333333333333334,Fire,1
10925,2,"Napa, CA",11,5,4,0.8,"Personal weapons, includes beating",1
399238,2,"McAllen-Edinburg-Mission, TX",0,5,4,0.8,Asphyxiation - includes death by gas,1
428114,2,"Altoona, PA",10,5,4,0.8,Other or type unknown,1
1620067,1,"Flagstaff, AZ",5,5,4,0.8,"Firearm, type not stated",1
